Category,Link
Not-Configuration,https://github.com/openstack/puppet-ceilometer/blob/master/releasenotes/notes/password_auth_type-810a86921a846b2f.yaml
Not-Configuration,https://github.com/openstack/os-vif/blob/master/releasenotes/source/ussuri.rst
Not-Configuration,https://github.com/openstack/taskflow/blob/master/releasenotes/source/ussuri.rst
Not-Configuration,https://github.com/openstack/nova/blob/master/api-guide/source/microversions.rst
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/bug-1827844-8f1de120087c6a22.yaml
Not-Configuration,https://github.com/openstack/puppet-designate/blob/master/spec/classes/designate_central_spec.rb
Not-Configuration,https://github.com/openstack/vitrage/blob/master/vitrage/utils/evaluator.py
Not-Configuration,https://github.com/openstack/trove/blob/master/trove/common/rpc/secure_serializer.py
Not-Configuration,https://github.com/openstack/kuryr/blob/master/doc/source/releasenotes.rst
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/bug-1636046-98dc0e69a4e44850.yaml
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/osc4-network-db2aed696d964ca6.yaml
Not-Configuration,https://github.com/openstack/puppet-ironic/blob/master/releasenotes/notes/max_request_body_size-9d788f1b7a9a61f7.yaml
Not-Configuration,https://github.com/openstack/oslo.middleware/blob/master/README.rst
Not-Configuration,https://github.com/openstack/mistral/blob/master/mistral/rpc/oslo/oslo_client.py
Not-Configuration,https://github.com/openstack/python-solumclient/blob/master/doc/source/cli/solum.rst
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/protected-650acb2c8a387e17.yaml
Not-Configuration,https://github.com/openstack/puppet-keystone/blob/master/spec/classes/keystone_security_compliance_spec.rb
Not-Configuration,https://github.com/openstack/glance/blob/master/test-requirements.txt
Not-Configuration,https://github.com/openstack/puppet-nova/blob/master/lib/puppet/type/nova_cell_v2.rb
Not-Configuration,https://github.com/openstack/python-zaqarclient/blob/master/requirements.txt
Not-Configuration,https://github.com/openstack/kolla/blob/master/releasenotes/notes/split-placement-from-nova-27b7ea2359c2d3ae.yaml
Not-Configuration,https://github.com/openstack/ironic/blob/master/ironic/db/sqlalchemy/alembic/versions/f6fdb920c182_set_pxe_enabled_true.py
Not-Configuration,https://github.com/openstack/puppet-glance/blob/master/doc/requirements.txt
Not-Configuration,https://github.com/openstack/releases/blob/master/doc/source/ussuri/highlights.rst
Not-Configuration,https://github.com/openstack/tacker/blob/master/doc/source/_images/tacker-design-legacy.pu
Not-Configuration,https://github.com/openstack/ironic/blob/master/doc/source/contributor/bugs.rst
Not-Configuration,https://github.com/openstack/i18n/blob/master/doc/source/check_translation.rst
Not-Configuration,https://github.com/openstack/election/blob/master/candidates/newton/Infrastructure/Jeremy_Stanley.txt
Not-Configuration,https://github.com/openstack/openstacksdk/blob/master/doc/source/user/resources/accelerator/v2/accelerator_request.rst
Not-Configuration,https://github.com/openstack/puppet-designate/blob/master/spec/spec_helper_acceptance.rb
Not-Configuration,https://github.com/openstack/performance-docs/blob/master/doc/source/test_plans/db/plan.rst
Not-Configuration,https://github.com/openstack/os-ken/blob/master/os_ken/services/protocols/bgp/operator/command.py
Not-Configuration,https://github.com/openstack/puppet-tempest/blob/master/releasenotes/notes/add_congress-879513a345de563f.yaml
Not-Configuration,https://github.com/openstack/puppet-glance/blob/master/releasenotes/notes/rabbitmq-heartbeat-over-pthread-8a0e7e5c03c2b7c0.yaml
Not-Configuration,https://github.com/openstack/python-tackerclient/blob/master/tackerclient/common/utils.py
Not-Configuration,https://github.com/openstack/tripleo-validations/blob/master/molecule-requirements.txt
Not-Configuration,https://github.com/openstack/requirements/blob/master/openstack_requirements/requirement.py
Not-Configuration,https://github.com/openstack/puppet-gnocchi/blob/master/spec/classes/gnocchi_db_spec.rb
Not-Configuration,https://github.com/openstack/oslo.utils/blob/master/oslo_utils/tests/test_fixture.py
Not-Configuration,https://github.com/openstack/puppet-tripleo/blob/master/releasenotes/notes/fix-sriov-neutron-base-3e32bd667886c474.yaml
Not-Configuration,https://github.com/openstack/oslo.middleware/blob/master/oslo_middleware/request_id.py
Not-Configuration,https://github.com/openstack/puppet-nova/blob/master/spec/type/nova_security_group_spec.rb
Not-Configuration,https://github.com/openstack/puppet-designate/blob/master/releasenotes/notes/worker-reduce-service-and-package-params-dda3f31059ab300f.yaml
Not-Configuration,https://github.com/openstack/monasca-api/blob/master/monasca_api/v2/common/exceptions.py
Not-Configuration,https://github.com/openstack/octavia/blob/master/releasenotes/notes/Add-TLS-client-auth-CA-certificate-6863f64a2fe70a6f.yaml
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/rpc-none-f05dac657eef4b66.yaml
Not-Configuration,https://github.com/openstack/nova-specs/blob/master/specs/newton/implemented/resource-providers-allocations.rst
Not-Configuration,https://github.com/openstack/python-masakariclient/blob/master/masakariclient/osc/v1/notification.py
Not-Configuration,https://github.com/openstack/sahara/blob/master/sahara/db/migration/alembic_migrations/versions/017_drop_progress.py
Not-Configuration,https://github.com/openstack/python-cyborgclient/blob/master/cyborgclient/v1/client.py
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/openstackclient/identity/v3/application_credential.py
Not-Configuration,https://github.com/openstack/python-neutronclient/blob/master/releasenotes/notes/deprecate-cli-7be1123817969439.yaml
Not-Configuration,https://github.com/openstack/blazar/blob/master/blazar/api/v1/leases/v1_0.py
Not-Configuration,https://github.com/openstack/mistral/blob/master/mistral/api/controllers/v2/validation.py
Not-Configuration,https://github.com/openstack/nova/blob/master/releasenotes/notes/bug-1851545-781c358939d96cea.yaml
Not-Configuration,https://github.com/openstack/ironic/blob/master/ironic/drivers/modules/ilo/vendor.py
Not-Configuration,https://github.com/openstack/nova/blob/master/releasenotes/notes/deprecate-nova-xvpvncproxy-16b56634cd07dbd9.yaml
Not-Configuration,https://github.com/openstack/tempest/blob/master/requirements.txt
Not-Configuration,https://github.com/openstack/adjutant-ui/blob/master/adjutant_ui/content/quota/panel.py
Not-Configuration,https://github.com/openstack/mistral/blob/master/releasenotes/notes/add_public_event_triggers-ab6249ca85fd5497.yaml
Not-Configuration,https://github.com/openstack/election/blob/master/candidates/pike/OpenStackClient/dtroyer.txt
Not-Configuration,https://github.com/openstack/keystone/blob/master/releasenotes/notes/bug-1017606-98313bb4c1edf250.yaml
Not-Configuration,https://github.com/openstack/puppet-pacemaker/blob/master/lib/tools/provider.rb
Not-Configuration,https://github.com/openstack/oslo.serialization/blob/master/HACKING.rst
Not-Configuration,https://github.com/openstack/manila/blob/master/doc/source/contributor/rpc.rst
Not-Configuration,https://github.com/openstack/election/blob/master/candidates/queens/TC/SamYaple.txt
Not-Configuration,https://github.com/openstack/keystoneauth/blob/master/releasenotes/notes/get-auth-ref-7418e13bd0942060.yaml
Not-Configuration,https://github.com/openstack/puppet-nova/blob/master/releasenotes/notes/add_compute_image_type_exclude_list-8e03916b7e4e4bf6.yaml
Not-Configuration,https://github.com/openstack/keystoneauth/blob/master/keystoneauth1/noauth.py
Not-Configuration,https://github.com/openstack/puppet-heat/blob/master/releasenotes/notes/deprecate-deferred_auth_method-b87bcd02bc23aea1.yaml
Not-Configuration,https://github.com/openstack/python-neutronclient/blob/master/releasenotes/source/wallaby.rst
Not-Configuration,https://github.com/openstack/tempest/blob/master/tempest/lib/services/compute/agents_client.py
Not-Configuration,https://github.com/openstack/horizon/blob/master/releasenotes/notes/ngdetail-reload-e711a77b2d07191a.yaml
Not-Configuration,https://github.com/openstack/blazar/blob/master/blazar/tests/test_exceptions.py
Not-Configuration,https://github.com/openstack/governance/blob/master/doc/requirements.txt
Not-Configuration,https://github.com/openstack/cloudkitty/blob/master/releasenotes/notes/change-metrology-organization-1e11900eb30780cc.yaml
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/get-bios-registry-aadc74800e0770f7.yaml
Not-Configuration,https://github.com/openstack/monasca-agent/blob/master/monasca_agent/collector/checks_d/mk_livestatus.py
Not-Configuration,https://github.com/openstack/glance-specs/blob/master/specs/xena/approved/python-glanceclient/cache-api-cli.rst
Not-Configuration,https://github.com/openstack/os-ken/blob/master/os_ken/services/protocols/zebra/event.py
Not-Configuration,https://github.com/openstack/election/blob/master/candidates/ocata/Magnum/Adrian_Otto.txt
Not-Configuration,https://github.com/openstack/glance/blob/master/releasenotes/notes/consistent-store-names-57374b9505d530d0.yaml
Not-Configuration,https://github.com/openstack/trove/blob/master/trove/extensions/mgmt/quota/views.py
Not-Configuration,https://github.com/openstack/glance/blob/master/releasenotes/notes/exp-emc-mig-fix-a7e28d547ac38f9e.yaml
Not-Configuration,https://github.com/openstack/nova/blob/master/nova/db/api/legacy_migrations/versions/084_placeholder.py
Not-Configuration,https://github.com/openstack/glance/blob/master/CONTRIBUTING.rst
Not-Configuration,https://github.com/openstack/os-ken/blob/master/os_ken/services/protocols/bgp/operator/commands/clear.py
Not-Configuration,https://github.com/openstack/python-monascaclient/blob/master/monascaclient/osc/migration.py
Not-Configuration,https://github.com/openstack/tempest/blob/master/releasenotes/notes/12/12.1.0-identity-clients-as-library-e663c6132fcac6c2.yaml
Not-Configuration,https://github.com/openstack/octavia/blob/master/doc/source/contributor/devref/erd.rst
Not-Configuration,https://github.com/openstack/sahara/blob/master/sahara/db/migration/alembic_migrations/versions/035_boot_from_volume_enhancements.py
Not-Configuration,https://github.com/openstack/tempest/blob/master/tempest/lib/services/identity/v2/services_client.py
Not-Configuration,https://github.com/openstack/oslo.i18n/blob/master/oslo_i18n/tests/test_translate.py
Not-Configuration,https://github.com/openstack/puppet-vswitch/blob/master/spec/acceptance/basic_vswitch_spec.rb
Not-Configuration,https://github.com/openstack/solum/blob/master/HACKING.rst
Not-Configuration,https://github.com/openstack/puppet-neutron/blob/master/releasenotes/notes/server-notifications-nova-4df35db13a4f85c8.yaml
Not-Configuration,https://github.com/openstack/python-keystoneclient/blob/master/releasenotes/notes/remove_cli-d2c4435ba6a09b79.yaml
Not-Configuration,https://github.com/openstack/mistral/blob/master/releasenotes/notes/force-stop-executions-00cd67dbbc9b5483.yaml
Not-Configuration,https://github.com/openstack/tacker/blob/master/doc/source/cli/tacker-status.rst
Not-Configuration,https://github.com/openstack/openstack-manuals/blob/master/www/victoria/projects.html
Not-Configuration,https://github.com/openstack/performance-docs/blob/master/doc/source/test_results/keystone/parse_json_res.py
Not-Configuration,https://github.com/openstack/openstacksdk/blob/master/releasenotes/notes/no-more-troveclient-0a4739c21432ac63.yaml
Not-Configuration,https://github.com/openstack/heat/blob/master/heat/tests/openstack/trove/test_cluster.py
Not-Configuration,https://github.com/openstack/kolla/blob/master/releasenotes/notes/add-hacluster-role-d10bc3918395ccdf.yaml
Not-Configuration,https://github.com/openstack/magnum/blob/master/releasenotes/notes/update-flannel-version.yaml
Not-Configuration,https://github.com/openstack/python-troveclient/blob/master/releasenotes/notes/cluster-upgrade-d58d1fc4b8da0a03.yaml
Not-Configuration,https://github.com/openstack/masakari/blob/master/releasenotes/notes/drop-py-2-7-059d3cd5e7cb4e1a.yaml
Not-Configuration,https://github.com/openstack/magnum/blob/master/releasenotes/notes/bug-2004942-052321df27529562.yaml
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/remove_vagrant-4472cedd0284557c.yaml
Not-Configuration,https://github.com/openstack/neutron-lib/blob/master/api-ref/source/v2/samples/security-groups/security-group-rule-delete-request-json-http.txt
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/bug-1544586-0e6ca9a09dac0726.yaml
Not-Configuration,https://github.com/openstack/masakari/blob/master/masakari/api/openstack/ha/schemas/payload.py
Not-Configuration,https://github.com/openstack/watcher-specs/blob/master/specs/ocata/implemented/graph-based-cluster-model.rst
Not-Configuration,https://github.com/openstack/tempest/blob/master/releasenotes/notes/13/13.0.0-volume-clients-as-library-660811011be29d1a.yaml
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/switch-console-log-to-sdk-6ee92b7833364d3d.yaml
Not-Configuration,https://github.com/openstack/sahara-specs/blob/master/specs/mitaka/deprecate-old-mapr-versions.rst
Not-Configuration,https://github.com/openstack/oslo.upgradecheck/blob/master/releasenotes/source/xena.rst
Not-Configuration,https://github.com/openstack/masakari/blob/master/doc/source/cli/masakari-manage.rst
Not-Configuration,https://github.com/openstack/python-designateclient/blob/master/releasenotes/source/yoga.rst
Not-Configuration,https://github.com/openstack/pbr/pbr/blob/master/version.py
Not-Configuration,https://github.com/openstack/magnum/blob/master/magnum/drivers/k8s_fedora_atomic_v1/driver.py
Not-Configuration,https://github.com/openstack/puppet-neutron/blob/master/releasenotes/notes/nova_url_deprec-b4a7a8896bbfb201.yaml
Not-Configuration,https://github.com/openstack/openstacksdk/blob/master/releasenotes/notes/add-application-credentials-abab9106dea10c11.yaml
Not-Configuration,https://github.com/openstack/keystone/blob/master/releasenotes/notes/bug-1804523-d1768909b13b167e.yaml
Not-Configuration,https://github.com/openstack/python-solumclient/blob/master/doc/requirements.txt
Not-Configuration,https://github.com/openstack/glance/blob/master/releasenotes/notes/victoria-m2-release-notes-8a6ae2fdb3d29dae.yaml
Not-Configuration,https://github.com/openstack/puppet-neutron/blob/master/releasenotes/notes/deprecate-fwaas-6dc31e22fdd10c8d.yaml
Not-Configuration,https://github.com/openstack/tempest/blob/master/tempest/lib/services/identity/v3/application_credentials_client.py
Not-Configuration,https://github.com/openstack/manila/blob/master/manila/common/constants.py
Not-Configuration,https://github.com/openstack/tooz/blob/master/tooz/partitioner.py
Not-Configuration,https://github.com/openstack/cloudkitty/blob/master/releasenotes/source/ocata.rst
Not-Configuration,https://github.com/openstack/oslo.log/blob/master/releasenotes/notes/add-reno-e4fedb11ece56f1e.yaml
Not-Configuration,https://github.com/openstack/octavia-lib/blob/master/releasenotes/notes/Initial-cookiecutter-commit-41d89a60d6328b51.yaml
Not-Configuration,https://github.com/openstack/nova/blob/master/releasenotes/notes/remove-default-flavors-5238c2d9673c61e2.yaml
Not-Configuration,https://github.com/openstack/placement/blob/master/placement/objects/allocation.py
Not-Configuration,https://github.com/openstack/glance/blob/master/releasenotes/notes/location-add-status-checks-b70db66100bc96b7.yaml
Not-Configuration,https://github.com/openstack/puppet-zaqar/blob/master/spec/spec_helper_acceptance.rb
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/ilo-vendor-e8d299ae13388184.yaml
Not-Configuration,https://github.com/openstack/os-ken/blob/master/os_ken/services/protocols/bgp/operator/views/other.py
Not-Configuration,https://github.com/openstack/puppet-keystone/blob/master/lib/puppet/type/keystone_tenant.rb
Not-Configuration,https://github.com/openstack/puppet-glance/blob/master/releasenotes/source/pike.rst
Not-Configuration,https://github.com/openstack/keystonemiddleware/blob/master/README.rst
Not-Configuration,https://github.com/openstack/sahara/blob/master/doc/source/user/statuses.rst
Not-Configuration,https://github.com/openstack/manila/blob/master/manila/tests/scheduler/filters/test_driver.py
Not-Configuration,https://github.com/openstack/castellan/blob/master/releasenotes/source/pike.rst
Not-Configuration,https://github.com/openstack/election/blob/master/candidates/newton/Release_Management/Doug_Hellmann.txt
Not-Configuration,https://github.com/openstack/kolla/blob/master/releasenotes/notes/add-sensu-a763a155649e068d.yaml
Not-Configuration,https://github.com/openstack/octavia-lib/blob/master/releasenotes/source/yoga.rst
Not-Configuration,https://github.com/openstack/cyborg/blob/master/cyborg/accelerator/drivers/fpga/utils.py
Not-Configuration,https://github.com/openstack/horizon/blob/master/releasenotes/notes/flavor-panel-switch-6b5cd5f0964f4ba3.yaml
Not-Configuration,https://github.com/openstack/kolla/blob/master/releasenotes/notes/debian-switch-to-newer-libvirt-qemu-aa8460d4ee13a023.yaml
Not-Configuration,https://github.com/openstack/puppet-openstack_spec_helper/blob/master/lib/puppet-openstack_spec_helper/rake_tasks.rb
Not-Configuration,https://github.com/openstack/sahara/blob/master/sahara/service/api/v2/images.py
Not-Configuration,https://github.com/openstack/watcher/blob/master/watcher/db/sqlalchemy/alembic/versions/a86240e89a29_.py
Not-Configuration,https://github.com/openstack/debtcollector/blob/master/releasenotes/notes/drop-python-2-7-73d3113c69d724d6.yaml
Not-Configuration,https://github.com/openstack/rally/blob/master/rally/common/db/migrations/versions/2016_04_4ef544102ba7_change_task_status_enum.py
Not-Configuration,https://github.com/openstack/yaql/blob/master/README.rst
Not-Configuration,https://github.com/openstack/osc-placement/blob/master/osc_placement/resources/resource_class.py
Not-Configuration,https://github.com/openstack/os-testr/blob/master/HACKING.rst
Not-Configuration,https://github.com/openstack/storlets/blob/master/StorletSamples/java/HalfStorlet/src/org/openstack/storlet/half/HalfStorlet.java
Not-Configuration,https://github.com/openstack/freezer-web-ui/blob/master/disaster_recovery/backups/panel.py
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/remove-python-oneviewclient-b1d345ef861e156e.yaml
Not-Configuration,https://github.com/openstack/oslo.i18n/blob/master/oslo_i18n/_i18n.py
Not-Configuration,https://github.com/openstack/telemetry-specs/blob/master/specs/liberty/declarative-notifications.rst
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/bug-1544586-0fe19a567d3e31fc.yaml
Not-Configuration,https://github.com/openstack/designate/blob/master/designate/tests/test_api/test_v2/test_service_status.py
Not-Configuration,https://github.com/openstack/barbican-specs/blob/master/specs/liberty/audit-cadf-events.rst
Not-Configuration,https://github.com/openstack/octavia/blob/master/octavia/amphorae/drivers/noop_driver/driver.py
Not-Configuration,https://github.com/openstack/security-doc/blob/master/security-guide/source/appendix.rst
Not-Configuration,https://github.com/openstack/glance/blob/master/doc/source/cli/glanceapi.rst
Not-Configuration,https://github.com/openstack/puppet-keystone/blob/master/releasenotes/source/mitaka.rst
Not-Configuration,https://github.com/openstack/python-tackerclient/blob/master/releasenotes/source/newton.rst
Not-Configuration,https://github.com/openstack/python-manilaclient/blob/master/releasenotes/notes/bp-ocata-migration-improvements-f63c5d233856fbee.yaml
Not-Configuration,https://github.com/openstack/tacker-specs/blob/master/specs/liberty/tacker-api-mano.rst
Not-Configuration,https://github.com/openstack/tripleo-common/blob/master/requirements.txt
Not-Configuration,https://github.com/openstack/cloudkitty/blob/master/cloudkitty/writer/osrf.py
Not-Configuration,https://github.com/openstack/magnum/blob/master/contrib/drivers/k8s_opensuse_v1/image/openSUSE-Leap-42.1-JeOS-for-OpenStack-Magnum-K8s.kiwi
Not-Configuration,https://github.com/openstack/os-performance-tools/blob/master/releasenotes/notes/drop-py-2-7-495369ce08f2b3d6.yaml
Not-Configuration,https://github.com/openstack/ironic-specs/blob/master/specs/4.0/feature-based-releases.rst
Not-Configuration,https://github.com/openstack/python-magnumclient/blob/master/magnumclient/tests/v1/test_baymodels.py
Not-Configuration,https://github.com/openstack/puppet-keystone/blob/master/releasenotes/notes/remove-deprecated-pki-9a1c242be81e5104.yaml
Not-Configuration,https://github.com/openstack/puppet-mistral/blob/master/releasenotes/notes/use-reno-1caaec4ba5aa4285.yaml
Not-Configuration,https://github.com/openstack/compute-hyperv/blob/master/compute_hyperv/nova/rdpconsoleops.py
Not-Configuration,https://github.com/openstack/masakari/blob/master/masakari/notifications/objects/base.py
Not-Configuration,https://github.com/openstack/tacker/blob/master/tacker/vnfm/mgmt_drivers/vnflcm_abstract_driver.py
Not-Configuration,https://github.com/openstack/stackviz/blob/master/app/views/console.html
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/bug-1607972-a910a9fbdb81da57.yaml
Not-Configuration,https://github.com/openstack/python-aodhclient/blob/master/releasenotes/notes/split-alarm-query-and-list-5998020b88ddc9f5.yaml
Not-Configuration,https://github.com/openstack/horizon/blob/master/horizon/static/framework/widgets/form/fields/default.html
Not-Configuration,https://github.com/openstack/keystone/blob/master/keystone/trust/backends/base.py
Not-Configuration,https://github.com/openstack/nova-specs/blob/master/specs/newton/implemented/deprecate-api-proxies.rst
Not-Configuration,https://github.com/openstack/puppet-nova/blob/master/releasenotes/notes/drop_qpid-e7e47f8525c6db6b.yaml
Not-Configuration,https://github.com/openstack/oslo.serialization/blob/master/releasenotes/source/pike.rst
Not-Configuration,https://github.com/openstack/magnum/blob/master/magnum/objects/quota.py
Not-Configuration,https://github.com/openstack/heat/blob/master/heat/api/openstack/versions.py
Not-Configuration,https://github.com/openstack/goal-tools/blob/master/queries/nova-nfv.qry
Not-Configuration,https://github.com/openstack/stackviz/blob/master/app/js/directives/test-details-search.js
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/doc/source/cli/command-objects/registered-limit.rst
Not-Configuration,https://github.com/openstack/os-ken/blob/master/releasenotes/source/wallaby.rst
Not-Configuration,https://github.com/openstack/puppet-vswitch/blob/master/releasenotes/notes/remove-dpdk-driver_type-81f749f31a0501bd.yaml
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/no-classic-oneview-e46ee2838d2b1d37.yaml
Not-Configuration,https://github.com/openstack/masakari-specs/blob/master/specs/wallaby/implemented/enable-to-segment.rst
Not-Configuration,https://github.com/openstack/horizon/blob/master/releasenotes/notes/generic-volume-groups-c0bf175f5d7d3a37.yaml
Not-Configuration,https://github.com/openstack/oslo.rootwrap/blob/master/doc/source/user/usage.rst
Not-Configuration,https://github.com/openstack/neutron-lib/blob/master/releasenotes/notes/rehome-db-api-63300ddab6a41e28.yaml
Not-Configuration,https://github.com/openstack/solum/blob/master/solum/tests/api/controllers/v1/test_assembly.py
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/drac-fix-double-manage-provide-cycle-6ac8a427068f87fe.yaml
Not-Configuration,https://github.com/openstack/ironic-python-agent/blob/master/releasenotes/source/liberty.rst
Not-Configuration,https://github.com/openstack/murano-pkg-check/blob/master/muranopkgcheck/pkg_loader.py
Not-Configuration,https://github.com/openstack/heat/blob/master/CONTRIBUTING.rst
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/ilo-boot-from-iscsi-volume-41e8d510979c5037.yaml
Not-Configuration,https://github.com/openstack/openstack-manuals/blob/master/doc/doc-contrib-guide/source/quickstart/developers.rst
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/bug-1741223-7a5c5b6e7f232628.yaml
Not-Configuration,https://github.com/openstack/cliff/blob/master/cliff/help.py
Not-Configuration,https://github.com/openstack/freezer/blob/master/freezer/storage/ftp.py
Not-Configuration,https://github.com/openstack/neutron-lib/blob/master/README.rst
Not-Configuration,https://github.com/openstack/neutron-lib/blob/master/releasenotes/notes/mac-generator-f927df2fe57300c0.yaml
Not-Configuration,https://github.com/openstack/tempest/blob/master/tools/skip_tracker.py
Not-Configuration,https://github.com/openstack/watcher/blob/master/watcher/api/controllers/v1/types.py
Not-Configuration,https://github.com/openstack/os-brick/blob/master/os_brick/privileged/rbd.py
Not-Configuration,https://github.com/openstack/neutron-lib/blob/master/neutron_lib/services/base.py
Not-Configuration,https://github.com/openstack/barbican-ui/blob/master/doc/requirements.txt
Not-Configuration,https://github.com/openstack/openstacksdk/blob/master/releasenotes/notes/net_provider-dd64b697476b7094.yaml
Not-Configuration,https://github.com/openstack/python-cyborgclient/blob/master/cyborgclient/osc/v2/device.py
Not-Configuration,https://github.com/openstack/ovsdbapp/blob/master/ovsdbapp/exceptions.py
Not-Configuration,https://github.com/openstack/trove-specs/blob/master/README.rst
Not-Configuration,https://github.com/openstack/octavia/blob/master/octavia/certificates/manager/barbican_legacy.py
Not-Configuration,https://github.com/openstack/kayobe/blob/master/releasenotes/source/pike.rst
Not-Configuration,https://github.com/openstack/python-muranoclient/blob/master/muranoclient/v1/client.py
Not-Configuration,https://github.com/openstack/puppet-designate/blob/master/releasenotes/source/queens.rst
Not-Configuration,https://github.com/openstack/solum/blob/master/releasenotes/source/yoga.rst
Not-Configuration,https://github.com/openstack/trove/blob/master/trove/db/sqlalchemy/mappers.py
Not-Configuration,https://github.com/openstack/barbican/blob/master/barbican/api/controllers/secrets.py
Not-Configuration,https://github.com/openstack/adjutant/blob/master/api_v1/views.py
Not-Configuration,https://github.com/openstack/openstacksdk/blob/master/releasenotes/notes/add-server-migrations-6e31183196f14deb.yaml
Not-Configuration,https://github.com/openstack/puppet-placement/blob/master/releasenotes/notes/system_scope-keystone-221e082242e370cb.yaml
Not-Configuration,https://github.com/openstack/election/blob/master/candidates/pike/Karbor/yuval.txt
Not-Configuration,https://github.com/openstack/glance/blob/master/releasenotes/notes/experimental-multi-store-d2c26f9dbb9c835b.yaml
