Type,File,link
Conf-Infrastructure variables,setup-gate-mirrors.sh,https://github.com/openstack/diskimage-builder/blob/master/contrib/setup-gate-mirrors.sh
Conf-Infrastructure-Setup,module-setup.sh,https://github.com/openstack/diskimage-builder/blob/master/diskimage_builder/elements/deploy-targetcli/extra-data.d/module/module-setup.sh
Conf-Infrastructure-Setup,dhcp-all-interfaces.sh,https://github.com/openstack/diskimage-builder/blob/master/diskimage_builder/elements/dhcp-all-interfaces/install.d/dhcp-all-interfaces.sh
Conf-ServiceOperations,plugin.sh,https://github.com/openstack/ec2-api/blob/master/devstack/plugin.sh
Conf-ServiceOperations,install.sh,https://github.com/openstack/ec2-api/blob/master/install.sh
Conf-ServiceOperations,update-from-global-requirements.sh,https://github.com/openstack/ec2-api/blob/master/tools/update-from-global-requirements.sh
Conf-ServiceOperations,gate_hook.sh,https://github.com/openstack/freezer/blob/master/devstack/gate_hook.sh
Conf-ServiceOperations,plugin.sh,https://github.com/openstack/freezer/blob/master/devstack/plugin.sh
Conf-ServiceOperations,gate_hook.sh,https://github.com/openstack/freezer-api/blob/master/devstack/gate_hook.sh
Conf-ServiceOperations,plugin.sh,https://github.com/openstack/freezer-api/blob/master/devstack/plugin.sh
Conf-ServiceOperations,plugin.sh,https://github.com/openstack/freezer-tempest-plugin/blob/master/devstack/plugin.sh
Conf-ServiceOperations,gate_hook.sh,https://github.com/openstack/freezer-web-ui/blob/master/devstack/gate_hook.sh
Conf-ServiceOperations,plugin.sh,https://github.com/openstack/freezer-web-ui/blob/master/devstack/plugin.sh
Conf-ServiceOperations,with_venv.sh,https://github.com/openstack/freezer-web-ui/blob/master/tools/with_venv.sh
Conf-ServiceOperations,resources.sh,https://github.com/openstack/grenade/blob/master/projects/10_keystone/resources.sh
Conf-ServiceOperations,shutdown.sh,https://github.com/openstack/grenade/blob/master/projects/10_keystone/shutdown.sh
Conf-ServiceOperations,upgrade.sh,https://github.com/openstack/grenade/blob/master/projects/10_keystone/upgrade.sh
Conf-ServiceOperations,upgrade.sh,https://github.com/openstack/grenade/blob/master/projects/15_placement/upgrade.sh
Conf-ServiceOperations,resources.sh,https://github.com/openstack/grenade/blob/master/projects/30_swift/resources.sh
Conf-ServiceOperations,shutdown.sh,https://github.com/openstack/grenade/blob/master/projects/30_swift/shutdown.sh
Conf-ServiceOperations,upgrade.sh,https://github.com/openstack/grenade/blob/master/projects/30_swift/upgrade.sh
Conf-ServiceOperations,shutdown.sh,https://github.com/openstack/grenade/blob/master/projects/40_glance/shutdown.sh
Conf-ServiceOperations,upgrade.sh,https://github.com/openstack/grenade/blob/master/projects/40_glance/upgrade.sh
Conf-ServiceOperations,resources.sh,https://github.com/openstack/grenade/blob/master/projects/50_neutron/resources.sh
Conf-ServiceOperations,shutdown.sh,https://github.com/openstack/grenade/blob/master/projects/50_neutron/shutdown.sh
Conf-ServiceOperations,upgrade.sh,https://github.com/openstack/grenade/blob/master/projects/50_neutron/upgrade.sh
Conf-ServiceOperations,resources.sh,https://github.com/openstack/grenade/blob/master/projects/60_nova/resources.sh
Conf-ServiceOperations,shutdown.sh,https://github.com/openstack/grenade/blob/master/projects/60_nova/shutdown.sh
Conf-ServiceOperations,upgrade.sh,https://github.com/openstack/grenade/blob/master/projects/60_nova/upgrade.sh
Conf-ServiceOperations,resources.sh,https://github.com/openstack/grenade/blob/master/projects/70_cinder/resources.sh
Conf-ServiceOperations,shutdown.sh,https://github.com/openstack/grenade/blob/master/projects/70_cinder/shutdown.sh
Conf-ServiceOperations,upgrade.sh,https://github.com/openstack/grenade/blob/master/projects/70_cinder/upgrade.sh
Conf-ServiceOperations,upgrade.sh,https://github.com/openstack/grenade/blob/master/projects/80_horizon/upgrade.sh
Conf-ServiceOperations,generate-grenade-plugins-list.sh,https://github.com/openstack/grenade/blob/master/tools/generate-grenade-plugins-list.sh
Conf-ServiceOperations,plugin.sh,https://github.com/openstack/heat/blob/master/devstack/plugin.sh
Conf-ServiceOperations,resources.sh,https://github.com/openstack/heat/blob/master/devstack/upgrade/resources.sh
Conf-ServiceOperations,shutdown.sh,https://github.com/openstack/heat/blob/master/devstack/upgrade/shutdown.sh
Conf-ServiceOperations,upgrade.sh,https://github.com/openstack/heat/blob/master/devstack/upgrade/upgrade.sh
Conf-ServiceOperations,install.sh,https://github.com/openstack/heat/blob/master/install.sh
Conf-ServiceOperations,uninstall.sh,https://github.com/openstack/heat/blob/master/uninstall.sh
Conf-Infrastructure-Template,configure_config_agent.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/configure_config_agent.sh
Conf-Infrastructure-Template,install_config_agent_pip.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/install_config_agent_pip.sh
Conf-Infrastructure-Template,install_config_agent_rdo.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/install_config_agent_rdo.sh
Conf-Infrastructure-Template,install_config_agent_yum.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/install_config_agent_yum.sh
Conf-Infrastructure-Template,install_python_build_env_apt.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/install_python_build_env_apt.sh
Conf-Infrastructure-Template,install_python_build_env_yum.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/install_python_build_env_yum.sh
Conf-Infrastructure-Template,start_config_agent.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/start_config_agent.sh
Conf-Infrastructure-Template,start_container_agent.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/start_container_agent.sh
Conf-Infrastructure-Template,example-script.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/example-templates/config-scripts/example-script.sh
Conf-Infrastructure-Template,db_install.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/example-templates/wordpress/db_install.sh
Conf-Infrastructure-Template,wp_install.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/example-templates/wordpress/wp_install.sh
Conf-Infrastructure-Template,configure_container_agent.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/heat-container-agent/scripts/configure_container_agent.sh
Conf-ServiceOperations,heat-jeos.sh,https://github.com/openstack/heat-templates/blob/master/tools/heat-jeos.sh
Conf-Infrastructure-Template,openrc.sh.template,https://github.com/openstack/horizon/blob/master/openstack_dashboard/dashboards/identity/application_credentials/templates/application_credentials/openrc.sh.template
Conf-Infrastructure-Template,ec2rc.sh.template,https://github.com/openstack/horizon/blob/master/openstack_dashboard/dashboards/project/api_access/templates/api_access/ec2rc.sh.template
Conf-Infrastructure-Template,openrc.sh.template,https://github.com/openstack/horizon/blob/master/openstack_dashboard/dashboards/project/api_access/templates/api_access/openrc.sh.template
Conf-ServiceOperations,find_executables.sh,https://github.com/openstack/horizon/blob/master/tools/find_executables.sh
Conf-ServiceOperations,horizon-reload.sh,https://github.com/openstack/i18n/blob/master/checksite/horizon-reload.sh
Conf-ServiceOperations,check-po.sh,https://github.com/openstack/i18n/blob/master/tools/check-po.sh
Conf-ServiceOperations,check-zanata-users-list.sh,https://github.com/openstack/i18n/blob/master/tools/check-zanata-users-list.sh
Conf-ServiceOperations,doc-pot-filter.sh,https://github.com/openstack/i18n/blob/master/tools/doc-pot-filter.sh
Conf-ServiceOperations,generatepot.sh,https://github.com/openstack/i18n/blob/master/tools/generatepot.sh
Conf-ServiceOperations,regenerate-samples.sh,https://github.com/openstack/ironic/blob/master/api-ref/regenerate-samples.sh
Conf-ServiceOperations,plugin.sh,https://github.com/openstack/ironic/blob/master/devstack/plugin.sh
Conf-ServiceOperations,cleanup-node.sh,https://github.com/openstack/ironic/blob/master/devstack/tools/ironic/scripts/cleanup-node.sh
Conf-ServiceOperations,create-node.sh,https://github.com/openstack/ironic/blob/master/devstack/tools/ironic/scripts/create-node.sh
Conf-ServiceOperations,setup-network.sh,https://github.com/openstack/ironic/blob/master/devstack/tools/ironic/scripts/setup-network.sh
Conf-ServiceOperations,resources.sh,https://github.com/openstack/ironic/blob/master/devstack/upgrade/resources.sh
Conf-ServiceOperations,shutdown.sh,https://github.com/openstack/ironic/blob/master/devstack/upgrade/shutdown.sh
Conf-ServiceOperations,upgrade.sh,https://github.com/openstack/ironic/blob/master/devstack/upgrade/upgrade.sh
Conf-Infrastructure-Setup,partition_configdrive.sh,https://github.com/openstack/ironic/blob/master/ironic/drivers/modules/ansible/playbooks/roles/deploy/files/partition_configdrive.sh
Conf-ServiceOperations,flake8wrap.sh,https://github.com/openstack/ironic/blob/master/tools/flake8wrap.sh
Conf-ServiceOperations,run_bashate.sh,https://github.com/openstack/ironic/blob/master/tools/run_bashate.sh
Conf-ServiceOperations,with_venv.sh,https://github.com/openstack/ironic/blob/master/tools/with_venv.sh
Conf-ServiceOperations,plugin.sh,https://github.com/openstack/ironic-inspector/blob/master/devstack/plugin.sh
Conf-ServiceOperations,resources.sh,https://github.com/openstack/ironic-inspector/blob/master/devstack/upgrade/resources.sh
Conf-ServiceOperations,shutdown.sh,https://github.com/openstack/ironic-inspector/blob/master/devstack/upgrade/shutdown.sh
Conf-ServiceOperations,upgrade.sh,https://github.com/openstack/ironic-inspector/blob/master/devstack/upgrade/upgrade.sh
Conf-ServiceOperations,proxy.sh,https://github.com/openstack/ironic-python-agent/blob/master/proxy.sh
Conf-ServiceOperations,check_uptodate.sh,https://github.com/openstack/ironic-python-agent/blob/master/tools/config/check_uptodate.sh
Conf-ServiceOperations,run_bashate.sh,https://github.com/openstack/ironic-python-agent/blob/master/tools/run_bashate.sh
