Category ,Link
Conf-Externals,https://github.com/openstack/masakari/blob/master/etc/masakari/masakari-custom-recovery-methods.conf
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/elasticsearch/tasks/loadbalancer.yml
Inf-Creation,https://github.com/openstack/devstack/blob/master/samples/local.sh
Conf-Infrastructure-Variables,https://github.com/openstack/tripleo-validations/blob/master/roles/undercloud_debug/vars/main.yaml
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/group_vars/all/ipa
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/etcd.yml.aio
Conf-Infrastructure-Template,https://github.com/openstack/election/blob/master/openstack_election/templates/tc_nominations_kickoff.j2
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Magic-Search/XStatic-Magic-Search.spec.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/etcd/tasks/deploy-containers.yml
Conf-Infrastructure-Template,https://github.com/openstack/charm-neutron-gateway/blob/master/templates/mitaka/dhcp_agent.ini
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/magnum.yml.example
Conf-ServiceOperations,https://github.com/openstack/kuryr-libnetwork/blob/master/tools/generate_config_file_samples.sh
Conf-Infrastructure-Template,https://github.com/openstack/kayobe/blob/master/ansible/roles/apt/templates/kayobe.sources.j2
Conf-Declaration,https://github.com/openstack/zun/blob/master/zun/conf/cinder_client.py
Conf-Reader,https://github.com/openstack/octavia/blob/master/octavia/amphorae/backends/agent/api_server/plug.py
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/certificates/tasks/generate-backend.yml
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/glance.yml.aio
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/group_vars/all/dnf
Conf-Externals,https://github.com/openstack/tacker/blob/master/etc/tacker-policy-generator.conf
Conf-Externals,https://github.com/openstack/cinder/blob/master/tools/config/cinder-config-generator.conf
Conf-Infrastructure-Template,https://github.com/openstack/kayobe/blob/master/ansible/roles/kolla-openstack/templates/ml2_conf.ini.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cyborg/tasks/upgrade.yml
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/senlin.yml.aio
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/group_vars/all/ssh
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm/blob/master/glance/values.yaml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/automaton/automaton.spec.j2
Conf-Infrastructure-Variables,https://github.com/openstack/devstack/blob/master/roles/devstack-project-conf/defaults/main.yaml
Conf-Infrastructure-Template,https://github.com/openstack/kayobe/blob/master/ansible/roles/dnf/templates/CentOS-Stream-Extras.repo.j2
Conf-Declaration,https://github.com/openstack/murano-agent/blob/master/muranoagent/common/config.py
Conf-Externals,https://github.com/openstack/networking-bagpipe/blob/master/etc/oslo-config-generator/dataplane-ipvpn-mpls-linux.conf
Conf-Reader,https://github.com/openstack/cloudkitty/blob/master/cloudkitty/write_orchestrator.py
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/designate/tasks/check-containers.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-ansible/blob/master/inventory/group_vars/all_containers.yml
Conf-Infrastructure-Setup,https://github.com/openstack/openstack-helm-addons/blob/master/mini-mirror/Chart.yaml
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/stop.yml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/manila/manila.spec.j2
Conf-Infrastructure-Variables,https://github.com/openstack/charm-ceph-proxy/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml
Conf-Infrastructure-Template,https://github.com/openstack/kayobe/blob/master/ansible/roles/dnf/templates/Rocky-BaseOS.repo.j2
Conf-Infrastructure-Variables,https://github.com/openstack/charm-swift-proxy/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml
Conf-Infrastructure-Template,https://github.com/openstack/ansible-hardening/blob/master/templates/dconf-session-user-config-lockout.j2
Conf-ServiceOperations,https://github.com/openstack/devstack/blob/master/tools/create_userrc.sh
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-ansible-ops/blob/master/elk_metrics_6x/roles/elasticsearch/meta/main.yml
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-telemetry/blob/master/recipes/agent-notification.rb
Conf-Externals,https://github.com/openstack/mistral/blob/master/tools/config/policy-generator.mistral.conf
Conf-ServiceOperations,https://github.com/openstack/freezer-tempest-plugin/blob/master/devstack/plugin.sh
Inf-Creation,https://github.com/openstack/watcher-dashboard/blob/master/tools/with_venv.sh
Conf-Externals,https://github.com/openstack/rpm-packaging/blob/master/openstack/neutron/openstack-neutron-server.defaultconf
Conf-Infrastructure-Template,https://github.com/openstack/election/blob/master/openstack_election/templates/ptl_election_season.j2
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/cinder.yml.aio
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-hardening/blob/master/meta/openstack-ansible.yml
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/roles/cephadm/tasks/main.yml
Inf-Creation,https://github.com/openstack/openstack-helm-infra/blob/master/tools/deployment/common/blackbox-exporter.sh
Conf-Infrastructure-Template,https://github.com/openstack/charm-neutron-api/blob/master/templates/api-paste.ini
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-systemd_mount/blob/master/vars/redhat.yml
Conf-Infrastructure-Template,https://github.com/openstack/charm-neutron-api/blob/master/templates/rocky/api-paste.ini
Conf-Infrastructure-Variables,https://github.com/openstack/charm-ceilometer/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/ironic.yml.aio
Conf-Externals,https://github.com/openstack/storlets/blob/master/etc/object-server.conf-sample
Conf-Declaration,https://github.com/openstack/zun/blob/master/zun/conf/zun_client.py
Conf-ServiceOperations,https://github.com/openstack/devstack-gate/blob/master/devstack-vm-gate-dev.sh
Conf-Infrastructure-Template,https://github.com/openstack/election/blob/master/openstack_election/templates/combined_end_nominations.j2
Conf-Infrastructure-Template,https://github.com/openstack/charm-neutron-gateway/blob/master/templates/juno/ml2_conf.ini
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/mistral-lib/mistral-lib.spec.j2
Conf-ServiceOperations,https://github.com/openstack/kayobe/blob/master/dev/configure-firewall.sh
Inf-Creation,https://github.com/openstack/openstack-helm/blob/master/tools/deployment/component/glance/glance.sh
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-ansible/blob/master/inventory/group_vars/ironic-compute_hosts.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm/blob/master/nova/values.yaml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Spin/XStatic-Spin.spec.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/glance/tasks/stop.yml
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/group_vars/all/seed
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/roles/bridge/tasks/main.yml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/zaqar/zaqar.spec.j2
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/barbican.yml.aio
Conf-ServiceOperations,https://github.com/openstack/freezer/blob/master/devstack/gate_hook.sh
Conf-Externals,https://github.com/openstack/project-config/blob/master/gerrit/acls/openstack/horizon.config
Conf-Externals,https://github.com/openstack/pycadf/blob/master/etc/pycadf/panko_api_audit_map.conf
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-uwsgi/blob/master/vars/source_install.yml
Conf-Infrastructure-Template,https://github.com/openstack/ansible-role-collect-logs/blob/master/roles/collect_logs/templates/full_logs.html.j2
Conf-Infrastructure-Template,https://github.com/openstack/election/blob/master/openstack_election/templates/combined_voting_kickoff.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ovn/tasks/deploy.yml
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ovn/tasks/reconfigure.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm/blob/master/barbican/values.yaml
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/iscsi/tasks/stop.yml
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/prune-images/tasks/validate_docker_execute.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-ansible/blob/master/inventory/group_vars/rsyslog.yml
Conf-Infrastructure-Template,https://github.com/openstack/openstack-ansible-galera_server/blob/master/templates/debian.cnf.j2
Conf-ServiceOperations,https://github.com/openstack/designate/blob/master/devstack/upgrade/upgrade.sh
Conf-Declaration,https://github.com/openstack/masakari/blob/master/masakari/conf/base.py
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cyborg/tasks/copy-certs.yml
Conf-Infrastructure-Variables,https://github.com/openstack/charm-cinder/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/roles/veth/tasks/main.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/nagios/values.yaml
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/roles/drac-pxe/vars/main.yml
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/kuryr/tasks/register.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/redis/values.yaml
Conf-Externals,https://github.com/openstack/osops/blob/master/example-configs/MIT_CSAIL/controller/etc/neutron/plugins/ml2/ml2_conf.ini
Conf-Externals,https://github.com/openstack/osops/blob/master/example-configs/MIT_CSAIL/controller/etc/neutron/plugins/ml2/ml2_conf_cisco.ini
Conf-Declaration,github.com/openstack/monasca-persister/blob/master/monasca_persister/tools/influxdb/db-per-tenant/migrate-to-db-per-tenant.py
Conf-Infrastructure-Variables,https://github.com/openstack/charm-rabbitmq-server/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml
Conf-Infrastructure-Setup,https://github.com/openstack/puppet-tacker/blob/master/manifests/keystone/auth.pp
Conf-Declaration,https://github.com/openstack/masakari/blob/master/masakari/conf/ssl.py
Conf-Declaration,https://github.com/openstack/zun/blob/master/zun/conf/compute.py
Inf-Creation,https://github.com/openstack/osops/blob/master/tools/monitoring/nagios-plugins/libvirt-virsh.sh
Conf-Infrastructure-Variables,https://github.com/openstack/charm-ceilometer/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-block-storage/blob/master/recipes/api.rb
Conf-Infrastructure-Variables,https://github.com/openstack/tripleo-validations/blob/master/roles/stack_health/vars/main.yml
Conf-Externals,https://github.com/openstack/rpm-packaging/blob/master/openstack/magnum/openstack-magnum.defaultconf
Conf-ServiceOperations,https://github.com/openstack/ironic/blob/master/devstack/upgrade/upgrade.sh
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-telemetry/blob/master/recipes/gnocchi_configure.rb
Conf-Infrastructure-Template,https://github.com/openstack/kayobe/blob/master/ansible/roles/dnf/templates/epel.repo.j2
Inf-Creation,https://github.com/openstack/sahara-extra/blob/master/tools/generate-patched-hadoop-aws.sh
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-bare-metal/blob/master/recipes/conductor.rb
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-application-catalog/blob/master/recipes/openrc.rb
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-collect-logs/blob/master/roles/collect_logs/vars/unsecure.yml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/python-senlinclient/python-senlinclient.spec.j2
Conf-Infrastructure-Variables,https://github.com/openstack/charm-glance/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml
Conf-Infrastructure-Variables,https://github.com/openstack/devstack/blob/master/roles/write-devstack-local-conf/defaults/main.yaml
Inf-Creation,https://github.com/openstack/kuryr-kubernetes/blob/master/tools/generate_config_file_samples.sh
Conf-Declaration,https://github.com/openstack/cinder/blob/master/cinder/api/common.py
Conf-Infrastructure-Setup,https://github.com/openstack/horizon/blob/master/playbooks/horizon-tox-django/pre.yaml
Conf-ServiceOperations,https://github.com/openstack/kayobe/blob/master/tools/kolla-feature-flags.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/gnocchi/tasks/bootstrap.yml
Inf-Creation,https://github.com/openstack/osops/blob/master/contrib/terraform/kubernetes-coreos/files/install_kube.sh
Conf-Externals,https://github.com/openstack/osops/blob/master/example-configs/MIT_CSAIL/controller/etc/neutron/plugins/ml2/ml2_conf_ncs.ini
Conf-ServiceOperations,https://github.com/openstack/ceilometer-powervm/blob/master/devstack/powervm-functions.sh
Inf-Creation,https://github.com/openstack/openstack-helm/blob/master/tools/deployment/developer/ldap/080-keystone.sh
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/registry/values.yaml
Inf-Creation,https://github.com/openstack/openstack-ansible-ops/blob/master/leap-upgrades/upgrade-utilities-kilo/scripts/new-variable-prep.sh
Inf-Creation,https://github.com/openstack/puppet-pacemaker/blob/master/agent_generator/update_sources.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/common/tasks/reconfigure.yml
Conf-ServiceOperations,https://github.com/openstack/cinderlib/blob/master/tools/virtualenv-sudo.sh
Conf-Externals,https://github.com/openstack/glance/blob/master/etc/oslo-config-generator/glance-cache.conf
Conf-Reader,github.com/openstack/murano/blob/master/murano/engine/system/agent.py
Conf-Infrastructure-Template,https://github.com/openstack/charm-neutron-gateway/blob/master/templates/queens/l3_agent.ini
Conf-Infrastructure-Variables,https://github.com/openstack/grenade/blob/master/roles/write-grenade-conf/defaults/main.yaml
Conf-Infrastructure-Variables,https://github.com/openstack/devstack/blob/master/roles/fetch-devstack-log-dir/defaults/main.yaml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/stackviz/stackviz.spec.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceilometer/tasks/copy-certs.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/gnocchi/values.yaml
Conf-ServiceOperations,https://github.com/openstack/ironic-ui/blob/master/devstack/plugin.sh
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/env.d/extra_container.yml.example
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-systemd_mount/blob/master/vars/main.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/nfs-provisioner/values.yaml
Inf-Creation,https://github.com/openstack/osops/blob/master/contrib/multi/openstack-liberty-multinode-scripts/LIBERTY-U14.04-OVS/com1-prepare.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/designate/tasks/bootstrap.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm/blob/master/ironic/values.yaml
Conf-Externals,https://github.com/openstack/solum/blob/master/etc/solum/rootwrap.conf
Conf-Infrastructure-Variables,https://github.com/openstack/charm-percona-cluster/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/group_vars/all/opensm
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-qdrouterd/blob/master/vars/redhat.yml
Conf-Infrastructure-Setup,https://github.com/openstack/bifrost/blob/master/playbooks/roles/bifrost-configdrives-dynamic/tasks/ssh_public_key_path.yaml
Conf-ServiceOperations,https://github.com/openstack/devstack/blob/master/tools/upload_image.sh
Conf-Externals,https://github.com/openstack/rpm-packaging/blob/master/openstack/glance/openstack-glance.defaultconf
Conf-Infrastructure-Template,https://github.com/openstack/ansible-hardening/blob/master/templates/ZZ_aide_exclusions.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/glance/tasks/check-containers.yml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-JQuery.quicksearch/XStatic-JQuery.quicksearch.spec.j2
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-block-storage/blob/master/recipes/volume.rb
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-uwsgi/blob/master/defaults/main.yml
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-application-catalog/blob/master/metadata.rb
Conf-Infrastructure-Template,https://github.com/openstack/charm-neutron-openvswitch/blob/master/templates/icehouse/ml2_conf.ini
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/copy-certs.yml
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-telemetry/blob/master/recipes/gnocchi_install.rb
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/sahara/sahara.spec.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cloudkitty/tasks/deploy.yml
